日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿)
2026-05-11,300480,光力科技,39.9,6.86,fit,20-1.8-20-1.5,一直释放,14.0-17.11-19.49-19.26-34.25,高-高-低-高,22.25%-13.91%-1.18%-77.83%,39,31.58,309342.0,11.0,35.83,83,📈ema📈adx📈rsi,n 23｜s 00｜d 73.44%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,100.2,70.3
2026-05-11,300684,中石科技,65.43,7.69,fit,20-1.8-20-1.5,一直释放,51.85-55.14-60.0-60.7-63.5,高-高-高-高,6.35%-8.81%-1.17%-4.61%,12,18.82,241679.0,12.0,56.97,31,📈ema📈adx🗒️rsi,n 31｜s 00｜d 13.87%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电子化学品Ⅱ,146.91,100.21
2026-05-11,301232,飞沃科技,248.93,6.52,fit,20-1.8-20-1.5,一直释放,40.9-45.78-57.48-255.3-248.0,高-高-高-低,11.93%-25.56%-344.15%-2.86%,12,24.94,87271.0,20.0,222.65,15,📈ema📈adx🗒️rsi,n 15｜s 00｜d 20.70%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",风电设备,117.88,70.06
2026-05-11,301328,维峰电子,77.69,10.91,fit,20-1.8-20-1.5,一直释放,51.37-53.13-46.98-57.0-54.76,高-低-高-低,3.43%-11.58%-21.33%-3.93%,47,23.95,67941.0,6.0,65.14,32,📈ema📈adx📈rsi,n 21｜s 00｜d 22.19%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",其他电子Ⅱ,51.43,51.43
2026-05-11,600184,光电股份,27.28,10.0,fit,20-1.8-20-1.5,一直释放,18.79-18.45-23.25-21.34-19.72,低-高-低-低,1.81%-26.02%-8.22%-7.59%,46,37.71,340924.0,6.0,24.58,77,📈ema📈adx📈rsi,n 38｜s 00｜d 28.60%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",地面兵装Ⅱ,95.39,95.39
2026-05-11,600372,中航机载,13.71,0.37,fit,20-1.8-20-1.5,压力释放,12.52-16.97-16.89-16.56-13.53,高-低-低-低,35.54%-0.47%-1.95%-18.30%,15,6.45,583467.0,1.0,13.24,14,📈ema📉adx🗒️rsi,n 83｜s 00｜d 1.15%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",航空装备Ⅱ,627.12,627.12
2026-05-11,600449,宁夏建材,13.95,4.18,fit,20-1.8-20-1.5,压力释放,14.08-12.72-13.96-13.11,低-高-低,9.66%-9.75%-6.09%,14,5.13,146070.0,3.0,12.99,9,📈ema📉adx🗒️rsi,n 85｜s 00｜d 1.16%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",水泥,62.26,62.26
2026-05-11,600601,方正科技,13.33,9.98,fit,20-1.8-20-1.5,一直释放,13.93-12.72-13.14-13.86-12.1,低-高-高-低,8.69%-3.30%-5.48%-12.70%,48,30.67,4102778.0,10.0,11.85,13,📈ema📈adx📈rsi,n 39｜s 00｜d 10.92%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,422.67,412.44
2026-05-11,601799,星宇股份,139.1,0.83,fit,20-1.8-20-1.5,压力释放,140.78-129.4-130.76-158.5-136.39,低-高-高-低,8.08%-1.05%-21.21%-13.95%,14,10.89,65561.0,2.0,133.58,4,📈ema📉adx🗒️rsi,n 56｜s 00｜d 1.35%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,354.1,354.1
2026-05-11,603337,杰克科技,43.35,3.68,fit,20-1.8-20-1.5,压力释放,52.79-46.4-50.5-47.0-41.02,低-高-低-低,12.10%-8.84%-6.93%-12.72%,16,10.89,58283.0,1.0,40.45,15,📈ema📉adx🗒️rsi,n 84｜s 00｜d 1.35%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,186.09,185.04
2026-05-11,605088,冠盛股份,37.85,1.5,fit,20-1.8-20-1.5,一直释放,42.99-35.3-38.35-43.7-35.4,低-高-高-低,17.89%-8.64%-13.95%-18.99%,32,10.38,57079.0,3.0,35.36,13,📈ema📉adx🗒️rsi,n 56｜s 00｜d 4.24%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,68.5,67.48
2026-05-11,605100,华丰股份,53.07,3.45,fit,20-1.8-20-1.5,一直释放,29.13-31.0-49.89-47.18-50.57,高-高-低-高,6.42%-60.94%-5.43%-7.19%,73,35.58,48242.0,3.0,49.63,19,📈ema📈adx📈rsi,n 31｜s 00｜d 15.31%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,69.91,69.59
2026-05-11,605488,福莱新材,36.5,-0.76,fit,20-1.8-20-1.5,压力释放,41.6-35.9-48.68-46.67-34.81,低-高-低-低,13.70%-35.60%-4.13%-25.41%,17,10.4,97950.0,4.0,34.25,16,📈ema📉adx🗒️rsi,n 94｜s 00｜d 2.38%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",塑料,98.2,89.85
