日期,代码,名称,现价,涨幅(%),成交量,STC,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-08,300226,上海钢联,25.48,1.11,95300.0,4.88,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",软件开发,80.0,76.9,1.06,0.16,1.49,-1.88,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,300258,精锻科技,14.06,19.97,772294.0,3.09,14.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",汽车零部件,70.38,68.56,-2.84,-4.13,-3.63,-7.89,-2.92,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600035,楚天高速,3.89,1.04,105431.0,9.81,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",铁路公路,61.99,61.99,0.0,-0.77,-0.77,-1.54,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600058,五矿发展,11.78,3.51,237622.0,1.82,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",贸易Ⅱ,123.27,123.27,-0.08,-1.19,-0.68,-4.58,-8.23,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600157,永泰能源,1.82,2.82,15932759.0,4.98,7.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,429.81,429.81,0.0,-1.1,0.55,-2.2,-3.85,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600279,重庆港,5.11,3.65,213909.0,4.6,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",航运港口,61.72,61.72,-2.74,-1.37,-1.96,-2.94,-3.72,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600372,中航机载,13.66,3.02,699467.0,6.14,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",航空装备Ⅱ,627.12,627.12,0.37,-1.39,-0.88,-5.2,-9.15,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600718,东软集团,9.3,0.98,180041.0,17.56,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",IT服务Ⅱ,108.04,108.04,0.65,-1.83,-1.83,-5.16,-6.24,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600755,厦门国贸,6.28,0.8,184467.0,5.27,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",物流,133.39,133.05,0.8,1.11,0.8,-0.16,-2.23,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600916,中国黄金,9.16,0.55,308040.0,0.61,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",饰品,158.26,158.26,-1.53,-3.06,-2.84,-5.02,-8.62,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,600984,建设机械,4.71,10.05,683709.0,22.19,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",工程机械,50.78,50.78,3.61,2.34,3.18,3.82,6.79,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,603396,金辰股份,37.5,2.15,58843.0,2.01,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",光伏设备,57.05,57.05,0.11,-0.61,0.4,0.51,-2.43,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,605086,龙高股份,35.57,9.99,29459.0,0.55,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",非金属材料Ⅱ,62.74,62.74,-5.76,-7.45,-10.37,-1.41,-5.29,,,,,,,,,,,,,,,,,,,,,,,,,
