日期,信号,代码,现价,涨幅,止损,策略,参组,参数,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅,名称,周期
2026-06-29 00:00:00,Long,IRDM,54.59,25.44%,47.42,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Iridium Communications,1D
2026-06-29 00:00:00,Long,TSLA,411.84,8.46%,361.29,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Tesla,1D
2026-06-29 00:00:00,Long,FCEL,29.8,24.17%,21.49,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,FuelCell Energy,1D
2026-06-29 00:00:00,Long,GEV,1102.51,5.49%,995.48,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,663.19-729.65-893.93-1181.35-1094.44,高-高-高-低,10.02%-22.52%-32.15%-7.36%,23.0,27.92,GE Vernova,1D
2026-06-29 00:00:00,Long,APH,166.42,1.65%,153.28,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,nan-143.59-166.46-153.51-155.23,低-高-低-高,nan%-15.93%-7.78%-1.11%,47.0,31.73,Amphenol,1D
2026-06-29 00:00:00,Long,HOOD,101.83,3.18%,91.55,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,nan-153.86-139.75-84.75-93.32,低-低-低-高,nan%-9.17%-39.36%-10.11%,49.0,33.45,Robinhood Markets,1D
2026-06-29 00:00:00,Long,ASTS,86.77,21.44%,66.23,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,AST SpaceMobile,1D
2026-06-29 00:00:00,Short,ON,88.57,-2.29%,100.61,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,44.56-57.59-54.99-55.03-108.3,高-低-高-高,29.24%-4.51%-0.07%-96.80%,13.0,22.27,ON Semiconductor,1D
2026-06-29 00:00:00,Long,ABNB,147.17,1.11%,141.08,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,141.4-139.0-134.83-147.25-146.97,低-低-高-低,1.70%-3.00%-9.21%-0.19%,34.0,15.52,Airbnb,1D
2026-06-29 00:00:00,Long,DASH,184.82,0.94%,169.68,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,285.5-239.0-191.08-191.17-183.5,低-低-高-低,16.29%-20.05%-0.05%-4.01%,35.0,25.59,DoorDash,1D
2026-06-29 00:00:00,Short,TMUS,173.97,-4.77%,187.57,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,T-Mobile US,1D
2026-06-29 00:00:00,Long,V,341.65,1.61%,330.93,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,357.14-336.2-325.1-341.27-335.17,低-低-高-低,5.86%-3.30%-4.98%-1.79%,27.0,8.47,Visa,1D
2026-06-29 00:00:00,Long,V,341.65,1.61%,330.93,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,nan-352.84-357.14-336.2-341.27,低-高-低-高,nan%-1.22%-5.86%-1.51%,41.0,10.44,Visa,1D
2026-06-29 00:00:00,Short,BTG,3.79,-3.81%,4.13,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,B2Gold,1D
2026-06-29 00:00:00,Long,NTES,129.16,4.41%,122.9,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,NetEase,1D
2026-06-29 00:00:00,Long,IBM,278.0,2.35%,256.8,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,IBM,1D
2026-06-29 00:00:00,Long,STRC,83.67,12.20%,73.26,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Strategy Stretch Preferred,1D
2026-06-29 00:00:00,Long,STRC,83.67,12.20%,73.26,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 22}}",,,,,,,Strategy Stretch Preferred,1D
2026-06-29 00:00:00,Short,SMCI,28.15,-8.10%,34.5,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Super Micro Computer,1D
2026-06-29 00:00:00,Short,IREN,45.91,-2.75%,54.08,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,36.52-35.63-30.76-42.21-46.0,低-低-高-高,2.44%-13.67%-37.22%-8.98%,27.0,53.71,IREN,1D
2026-06-29 00:00:00,Long,OUST,54.07,28.68%,37.75,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Ouster,1D
2026-06-29 00:00:00,Short,WYFI,36.04,-5.81%,45.08,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,WhiteFiber,1D
2026-06-29 00:00:00,Long,UNP,272.7,1.62%,261.98,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Union Pacific Corporation,1D
2026-06-29 00:00:00,Long,RIVN,16.81,7.55%,14.6,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Rivian Automotive,1D
2026-06-29 00:00:00,Long,CRWD,742.91,5.96%,670.36,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,CrowdStrike,1D
2026-06-29 00:00:00,Long,SATA,91.72,4.59%,84.8,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Strive Preferred,1D
2026-06-29 00:00:00,Long,SATA,91.72,4.59%,84.8,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 18}}",,,,,,,Strive Preferred,1D
2026-06-29 00:00:00,Long,SATA,91.72,4.59%,84.8,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Strive Preferred,1D
2026-06-29 00:00:00,Long,SATA,91.72,4.59%,84.8,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 18}}",,,,,,,Strive Preferred,1D
2026-06-29 00:00:00,Long,VICR,366.79,12.19%,290.37,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,101.0-177.0-209.53-293.95-361.89,高-高-高-高,75.25%-18.38%-40.29%-23.11%,22.0,39.77,Vicor,1D
2026-06-29 00:00:00,Long,VICR,366.79,12.19%,290.37,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,nan-101.0-209.53-361.89,低-高-高,nan%-107.46%-72.72%,22.0,39.77,Vicor,1D
2026-06-29 00:00:00,Long,MA,509.64,2.13%,490.76,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Mastercard,1D
2026-06-29 00:00:00,Long,ALAB,455.96,16.39%,345.18,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,nan-182.53-192.86-135.18,低-高-低,nan%-5.66%-29.91%,71.0,38.09,Astera Labs,1D
2026-06-29 00:00:00,Long,GRAB,3.74,5.35%,3.43,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Grab Holdings,1D
2026-06-29 00:00:00,Long,GRAB,3.74,5.35%,3.43,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 30}}",,,,,,,Grab Holdings,1D
2026-06-29 00:00:00,Long,CIBR,88.5,3.68%,83.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,First Trust NASDAQ Cybersecurity ETF,1D
2026-06-29 00:00:00,Short,REMX,86.38,-0.17%,90.28,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,VanEck Rare Earth and Strategic Metals ETF,1D
